latitude,longitude,#beds,#baths,#square_feet,elevator,doorman,unit#,stories#,complex,#beds_mv,#baths_mv,#square_feet_mv,stories#_mv,BUILD_YEAR(1800-1900),BUILD_YEAR(1900-2000),BUILD_YEAR(2000-2019),price
40.7478981,-74.00360107,2,1,500,1,1,702,19,0,1,0,0,0,0,1,0,549000
40.77140045,-73.94789886,2,2.5,1913,1,1,41,18,0,0,0,0,0,0,0,1,4395000
40.75019836,-73.97049713,2,1,1292.89797687861,1,1,143,10,0,1,0,1,0,0,1,0,265000
40.73020172,-73.98529816,2,1,896,1,1,36,8,0,0,0,0,0,0,0,1,1875000
40.75770187,-73.9598999,4,4,1292.89797687861,1,1,10,14,0,0,0,1,0,0,1,0,12995000
40.78150177,-73.97709656,2,1,1292.89797687861,1,0,18,5,0,1,0,1,0,0,1,0,359000
40.72679901,-74.00250244,1,1,487,0,0,15,5,0,0,0,0,0,0,1,0,995000
40.71649933,-74.01229858,1,1,752,1,1,253,29,0,0,0,0,0,0,0,1,1498000
40.75370026,-73.96839905,2,1,1292.89797687861,1,1,102,13,0,1,0,1,0,0,1,0,395000
40.78279877,-73.94879913,2,1.5,1046,1,1,290,32,1,0,0,0,0,0,1,0,1300000
40.75239944,-73.96559906,1,1,1000,1,1,167,38,0,0,0,0,0,0,1,0,799000
40.76449966,-73.97619629,1,1,760,1,1,168,33,0,0,0,0,0,0,1,0,1499999
40.70769882,-74.00980377,2,1,694,1,1,408,38,0,1,0,0,0,0,1,0,860000
40.81650162,-73.94110107,1,1,325,0,0,60,6,0,0,0,0,0,0,1,0,225000
40.73450089,-73.98919678,1,1,795,1,1,645,27,0,0,0,0,0,0,1,0,1395000
40.749595,-73.981995,1,1,775,1,0,198,15,0,0,0,0,0,0,1,0,750000
40.76699829,-73.9673996,1,1,1292.89797687861,1,0,36,7,0,0,0,1,0,0,1,0,599000
40.76789856,-73.96749878,2,2,1292.89797687861,1,1,25,10,0,0,0,1,0,0,1,0,2395000
40.75350189,-73.97160339,1,1,472,1,1,92,13,0,0,0,0,0,0,1,0,550000
40.77159882,-73.98940277,3,3,1541,1,1,186,33,0,0,0,0,0,0,0,1,2450000
40.70930099,-74.00360107,1,1,1292.89797687861,1,0,0,20,0,0,0,1,1,0,0,0,695000
40.81100082,-73.95839691,1,1,500,0,0,22,6,0,0,0,0,0,0,1,0,430000
40.74169922,-73.9763031,1,1,755,0,1,0,5,0,0,0,0,1,0,0,0,839000
40.70930099,-74.00360107,1,1,1292.89797687861,1,0,0,20,0,0,0,1,1,0,0,0,700000
40.81389999,-73.95279694,3,2,1292.89797687861,0,0,24,5,0,0,0,1,0,0,1,0,350000
40.761372,-73.950511,3,2.5,2000,0,0,365,5,0,0,0,0,1,0,0,0,1550000
40.74349976,-74.00640106,1,1,766,1,1,469,24,0,0,0,0,0,0,0,1,1750000
40.74959946,-73.98210144,2,2,1292.89797687861,1,0,198,15,0,0,0,1,0,0,1,0,1750000
40.74349976,-73.99490356,1,1,600,1,1,107,12,0,0,0,0,0,0,1,0,698000
40.74940109,-73.96990204,2,1,1292.89797687861,1,1,403,25,0,1,0,1,0,0,1,0,340000
40.74549866,-73.97619629,1,1,1292.89797687861,1,1,121,12,0,0,0,1,0,0,1,0,699000
40.79999924,-73.95939636,2,1,800,1,1,41,6,0,0,0,0,0,1,0,0,600000
40.77289963,-73.95749664,2,1,450,1,1,113,14,0,1,0,0,0,0,1,0,388000
40.78279877,-73.94879913,1,1.5,973,1,1,290,32,1,0,0,0,0,0,1,0,1250000
40.72710037,-74.00150299,3,1,1292.89797687861,0,0,33,6,0,0,0,1,0,0,1,0,975000
40.79399872,-73.96389771,1,1,902,1,1,414,19,0,0,0,0,0,0,1,0,1255000
40.78379822,-73.94860077,1,1,1292.89797687861,0,0,20,5,0,0,0,1,0,0,1,0,395000
40.77330017,-73.95420074,1,1,700,1,1,538,36,0,0,0,0,0,0,1,0,895000
40.77360153,-73.95729828,1,1,1292.89797687861,1,1,218,20,0,0,0,1,0,0,1,0,625000
40.79710007,-73.97260284,1,1,1292.89797687861,1,1,88,7,1,0,0,1,0,0,1,0,979000
40.79000092,-73.97389984,3,2.5,1292.89797687861,1,1,115,14,1,0,0,1,0,0,1,0,1975000
40.75790024,-73.99230194,1,1,690,1,1,551,60,0,0,0,0,0,0,0,1,1095000
40.73199,-74.009392,2,1,1292.89797687861,0,0,0,5,0,0,0,1,1,0,0,0,1100000
40.77330017,-73.95420074,2,1,392,1,1,538,36,0,1,0,0,0,0,1,0,575000
40.764356,-73.990137,1,1.5,1020,1,0,51,18,0,0,0,0,0,0,1,0,1825000
40.74700165,-73.99320221,2,2,1292.89797687861,1,0,91,21,0,0,0,1,0,0,1,0,1795000
40.74959946,-73.98210144,1,1,800,1,0,198,15,0,0,0,0,0,0,1,0,625000
40.78120041,-73.94670105,1,1,1292.89797687861,1,1,367,30,0,0,0,1,0,0,1,0,639000
40.7779007,-73.9552002,2,2.5,1254,1,0,219,36,0,0,0,0,0,0,1,0,1859000
40.76699829,-73.98490143,2,1,549,1,0,576,19,1,1,0,0,0,0,1,0,739000
40.76340103,-73.95880127,2,1,1292.89797687861,1,1,147,16,0,1,0,1,0,0,1,0,399000
40.73749924,-73.98079681,1,1,717,1,1,98,19,0,0,0,0,0,0,0,1,1100000
40.783529,-73.949906,2,2,1237,1,1,287,31,0,0,0,0,0,0,1,0,2075000
40.77320099,-73.94809723,2,2,1292.89797687861,0,0,9,4,0,0,0,1,0,0,1,0,699900
40.74150085,-73.9980011,1,1,787,1,1,109,7,0,0,0,0,0,0,1,0,1125000
40.7154007,-73.99720001,1,1,1292.89797687861,1,1,167,8,0,0,0,1,0,0,1,0,750000
40.70890045,-74.01750183,1,1,625,1,1,153,9,0,0,0,0,0,0,1,0,650000
40.71649933,-74.01229858,3,3,1673,1,1,253,29,0,0,0,0,0,0,0,1,4000000
40.76670074,-73.95870209,1,1,1292.89797687861,1,1,135,13,0,0,0,1,0,0,1,0,550000
40.76399994,-73.96530151,2,1,528,1,1,157,20,0,1,0,0,0,0,1,0,589900
40.76910019,-73.95439911,2,1,1292.89797687861,1,1,236,20,0,1,0,1,0,0,1,0,439000
40.72809982,-74.00479889,2,2,750,0,0,12,3,1,0,0,0,0,0,1,0,1347500
40.75489535,-73.9641539120705,3,3,2123,1,1,287,19,1,0,0,0,0,0,1,0,2050000
40.73450089,-73.98919678,1,1,670,1,1,645,27,0,0,0,0,0,0,1,0,1198000
40.75989914,-73.98960114,2,1,1292.89797687861,1,1,200,10,0,1,0,1,0,0,1,0,389000
40.76589966,-73.95249939,2,2,1300,1,1,130,50,0,0,0,0,0,0,1,0,2295000
40.77479935,-73.9838028,1,1,1292.89797687861,1,1,376,21,0,0,0,1,0,0,1,0,859000
40.76340103,-73.99369812,2,2,967,1,1,108,7,0,0,0,0,0,0,0,1,1465000
40.8594017,-73.92900085,1,1,800,1,0,50,6,0,0,0,0,0,0,1,0,350000
40.77959824,-73.98049927,1,1,650,1,1,150,12,0,0,0,0,0,0,1,0,635000
40.74919891,-73.97370148,1,1,1292.89797687861,1,1,362,41,0,0,0,1,0,0,1,0,825000
40.757916,-73.992214,1,1,729,1,1,551,60,0,0,0,0,0,0,0,1,979000
40.77019882,-73.9552002,2,1,400,1,1,123,14,0,1,0,0,0,0,1,0,359000
40.80250168,-73.95359802,3,2,1299,0,0,29,5,0,0,0,0,0,0,1,0,1175000
40.77389908,-73.9489975,3,3.5,3350,1,1,120,27,0,0,0,0,0,0,0,1,5500000
40.76210022,-73.99199677,2,2,1292.89797687861,0,0,10,5,0,0,0,1,0,0,1,0,925000
40.7655983,-73.97949982,3,3,2587,1,1,35,13,0,0,0,0,0,0,1,0,3995000
40.71509933,-73.98179626,2,1,1292.89797687861,1,0,237,6,0,0,0,1,0,0,1,0,819000
40.76480103,-73.9890976,2,2,942,1,1,0,20,0,0,0,0,1,0,0,0,1600000
40.7602005,-73.98429871,2,1,889,1,1,137,25,0,0,0,0,0,0,0,1,1130000
40.74309921,-73.98090363,2,1,1292.89797687861,1,0,37,6,0,1,0,1,0,0,1,0,369000
40.7478981,-73.97090149,2,1,1292.89797687861,1,1,788,26,0,1,0,1,0,0,1,0,335000
40.71289825,-73.97889709,1,1,800,1,1,0,20,0,0,0,0,1,0,0,0,639000
40.791713,-73.965462,2,1.5,1292.89797687861,1,1,69,17,0,0,0,1,0,0,1,0,1595000
40.76449966,-73.9803009,2,2,1027,1,1,65,15,0,0,0,0,0,0,1,0,1150000
40.792099,-73.96720123,1,1,1292.89797687861,1,1,71,10,0,0,0,1,0,0,1,0,680000
40.78139877,-73.95110321,1,1,794,1,1,648,42,0,0,0,0,0,0,1,0,914000
40.71569824,-74.01229858,2,2,1232,1,1,227,35,0,0,0,0,0,0,0,0,2495000
40.74349976,-73.99770355,2,1,1292.89797687861,1,0,63,5,1,0,0,1,0,1,0,0,895000
40.76480103,-73.9890976,1,1,721,1,1,0,20,0,0,0,0,1,0,0,0,1375000
40.73860168,-74.00319672,2,1,1292.89797687861,1,1,160,17,0,1,0,1,0,0,1,0,659000
40.72299957,-74.01029968,3,2.5,1292.89797687861,1,0,6,8,0,0,0,1,0,0,1,0,5795000
40.773763,-73.964457,2,2.5,1292.89797687861,1,1,61,12,0,0,0,1,0,0,1,0,4150000
40.76710129,-73.96299744,2,1,450,1,1,163,19,0,1,0,0,0,0,1,0,425000
40.7820015,-73.94830322,2,1,444,1,1,221,45,0,1,0,0,0,0,1,0,599000
40.70489883,-74.00959778,2,1,1292.89797687861,1,1,202,23,0,1,0,1,0,0,1,0,480000
40.77949905,-73.98429871,2,1.5,1292.89797687861,1,1,75,15,0,0,0,1,0,0,1,0,1195000
40.78540039,-73.95449829,1,1,1292.89797687861,1,1,46,7,0,0,0,1,0,0,1,0,399000
40.74039841,-74.00019836,2,1,1292.89797687861,0,0,17,5,0,1,0,1,0,0,1,0,440000
40.858644,-73.932538,2,1,1292.89797687861,1,0,0,20,0,1,0,1,1,0,0,0,339000
40.742198,-73.981874,1,1,900,1,1,107,13,0,0,0,0,0,0,1,0,890000
40.762894,-73.988074,2,1,483,1,1,455,39,0,1,0,0,0,0,1,0,650000
40.76760101,-73.96690369,6,6,1292.89797687861,1,1,12,12,0,0,0,1,0,0,1,0,21000000
40.86389923,-73.92880249,2,2,1250,1,0,60,6,0,0,0,0,0,0,1,0,679000
40.82149887,-73.94020081,2,1,1292.89797687861,0,0,19,6,0,1,0,1,0,0,1,0,100000
40.75590134,-73.96829987,1,1,1292.89797687861,1,1,191,20,0,0,0,1,0,0,1,0,899000
40.781778,-73.983735,2,1,400,1,0,120,16,0,1,0,0,0,0,1,0,365000
40.78413,-73.951378,1,1,950,1,1,105,13,0,0,0,0,0,0,1,0,755000
40.76300049,-73.98130035,1,1,526,1,1,208,38,0,0,0,0,0,0,1,0,815000
40.79869843,-73.95999908,1,1,736,1,1,99,16,0,0,0,0,0,0,1,0,950000
40.73730087,-74.00469971,1,1,840,1,1,128,17,0,0,0,0,0,0,1,0,2150000
40.70830154,-74.01809692,3,2.5,2412,1,1,182,9,0,0,0,0,0,0,1,0,2500000
40.74869919,-73.97049713,1,1,1292.89797687861,1,1,439,23,0,0,0,1,0,0,1,0,489000
40.7480011,-73.97280121,1,1,1292.89797687861,1,1,586,32,0,0,0,1,0,0,1,0,879000
40.76480103,-73.97489929,2,2.5,1900,1,1,37,21,0,0,0,0,0,0,1,0,3999000
40.76879883,-73.95089722,1,1,750,1,1,102,14,0,0,0,0,0,0,1,0,615000
40.77610016,-73.97669983,2,2,1292.89797687861,1,1,221,29,0,0,0,1,0,0,1,0,2595000
40.74269867,-73.98960114,3,3.5,2871,1,0,125,24,0,0,0,0,0,0,1,0,10500000
40.73809814,-73.98390198,2,2,1182,1,1,82,21,0,0,0,0,0,0,0,1,2450000
40.761372,-73.950511,1,1.5,1292.89797687861,0,0,365,5,0,0,0,1,1,0,0,0,695000
40.79207,-73.96721,1,1,750,1,1,71,10,0,0,0,0,0,0,1,0,719000
40.74520111,-74.00189972,2,2,1015,0,0,3,4,0,0,0,0,0,0,1,0,2250000
40.70539856,-74.01039886,1,1,832,1,1,319,47,0,0,0,0,0,0,0,1,1355000
40.74349976,-74.00640106,2,2,1038,1,1,469,24,0,0,0,0,0,0,0,1,2650000
40.73210144,-73.99500275,2,1,1292.89797687861,1,1,323,25,0,1,0,1,0,0,1,0,1125000
40.863755,-73.922992,1,1,1292.89797687861,1,0,89,5,1,0,0,1,0,0,1,0,390000
40.77610016,-73.96070099,1,2,835,1,1,124,28,0,0,0,0,0,0,1,0,1295000
40.79439926,-73.96499634,2,1,876,1,1,413,19,0,0,0,0,0,0,1,0,1125000
40.75540161,-73.96759796,3,3.5,2408,1,0,123,33,0,0,0,0,0,0,0,1,5475000
40.78379822,-73.95149994,1,1,1292.89797687861,0,0,16,4,0,0,0,1,0,0,1,0,495000
40.78110123,-73.98449707,2,1,1292.89797687861,1,1,636,19,0,1,0,1,0,0,1,0,495000
40.70869827,-74.01689911,2,1,580,1,1,121,9,0,1,0,0,0,0,1,0,519000
40.73320007,-73.98549652,2,1,1292.89797687861,1,1,175,14,1,1,0,1,0,0,1,0,695000
40.77600098,-73.98500061,1,1,1292.89797687861,1,1,508,29,0,0,0,1,0,0,1,0,729000
40.76179886,-73.95860291,2,1,1292.89797687861,1,1,496,13,1,1,0,1,0,0,1,0,699000
40.75640106,-73.96479797,2,1,734,1,0,59,6,0,0,0,0,0,0,1,0,769000
40.85779953,-73.93440247,3,2,1510,1,0,150,6,0,0,0,0,0,0,1,0,980000
40.76869965,-73.95279694,1,1,800,1,1,156,19,0,0,0,0,0,0,1,0,575000
40.792099,-73.97299957,2,1.5,1292.89797687861,1,1,146,15,0,0,0,1,0,0,1,0,1395000
40.75930023,-73.99530029,1,1,782,1,1,147,63,0,0,0,0,0,0,0,1,2121000
40.797067,-73.961217,1,1,810,1,1,120,19,0,0,0,0,0,0,1,0,795000
40.80500031,-73.96759796,1,1,1292.89797687861,1,1,146,8,0,0,0,1,0,0,1,0,549000
40.74850082,-73.97250366,2,2,1050,1,1,305,21,0,0,0,0,0,0,1,0,1195000
40.77009964,-73.95010376,1,1,1292.89797687861,0,0,384,6,1,0,0,1,0,0,1,0,595000
40.7560997,-73.96260071,1,1,580,1,1,237,12,0,0,0,0,0,0,1,0,485000
40.76679993,-73.98419952,2,1,600,1,1,583,50,0,1,0,0,0,0,1,0,999000
40.784475,-73.978791,2,2,800,1,1,28,7,0,0,0,0,0,0,1,0,1100000
40.76139832,-73.95059967,3,2.5,1777,0,0,365,5,0,0,0,0,1,0,0,0,1347000
40.70650101,-74.01059723,3,3,1857,1,1,382,42,0,0,0,0,0,0,1,0,2550000
40.73220062,-74.00240326,1,1,1292.89797687861,1,0,48,6,0,0,0,1,0,0,1,0,640000
40.73260117,-74.00229645,1,1,700,1,1,86,8,0,0,0,0,0,1,0,0,995000
40.74850082,-73.97250366,2,1,500,1,1,305,21,0,1,0,0,0,0,1,0,479000
40.77199936,-73.99060059,4,4.5,2815,1,1,246,42,0,0,0,0,0,0,0,1,6995000
40.77550125,-73.9885025,1,1,827,1,1,269,43,0,0,0,0,0,0,0,1,1280000
40.72710037,-73.99030304,1,1,800,0,0,10,5,0,0,0,0,0,0,1,0,1325000
40.74029922,-74.00260162,2,1,560,1,1,117,6,0,1,0,0,0,0,1,0,589000
40.77479935,-73.9838028,1,1,1292.89797687861,1,1,376,21,0,0,0,1,0,0,1,0,599000
40.74879837,-73.978302,1,1,900,1,1,125,16,0,0,0,0,0,0,1,0,1000000
40.7262001,-74.00240326,3,2,1292.89797687861,1,0,6,6,0,0,0,1,0,0,0,1,3750000
40.741482,-73.997948,2,1,479,1,1,109,7,0,1,0,0,0,0,1,0,735000
40.77590179,-73.98619843,2,2,1300,1,1,561,29,0,0,0,0,0,0,1,0,1550000
40.771257,-73.951641,1,1,1292.89797687861,1,0,35,7,0,0,0,1,0,0,1,0,675000
40.7621994,-73.97769928,3,3,1292.89797687861,1,1,50,13,0,0,0,1,0,0,1,0,1599500
40.71559906,-74.01609802,1,1,887,1,1,243,31,0,0,0,0,0,0,0,1,1375000
40.73830032,-74.00360107,2,1,1292.89797687861,1,1,127,17,0,1,0,1,0,0,1,0,799000
40.770401,-73.98090363,1,1.5,884,1,1,422,33,0,0,0,0,0,0,1,0,3500000
40.73730087,-73.99299622,2,2,1292.89797687861,1,1,50,21,0,0,0,1,0,0,1,0,2295000
40.73600006,-73.99510193,2,2,1292.89797687861,1,1,83,6,0,0,0,1,0,0,1,0,1295000
40.76300049,-73.96510315,2,2.5,1695,1,1,113,30,0,0,0,0,0,0,1,0,3200000
40.76660156,-73.95780182,1,1,1292.89797687861,1,1,73,7,0,0,0,1,0,0,1,0,695000
40.73870087,-73.97979736,2,1,550,1,1,384,20,0,1,0,0,0,0,1,0,499000
40.74810028,-74.00319672,1,1,750,1,1,0,20,0,0,0,0,1,0,0,0,925000
40.80070114,-73.94400024,2,2,1292.89797687861,1,1,96,8,0,0,0,1,0,0,0,1,625000
40.79359818,-73.96869659,2,1,1292.89797687861,1,0,60,6,0,1,0,1,0,0,1,0,469000
40.77009964,-73.96379852,2,2,1200,1,1,21,23,0,0,0,0,0,0,1,0,2349000
40.7989006,-73.96759796,3,2,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,850000
40.756757,-73.967534,2,2,1335,1,1,135,32,0,0,0,0,0,0,0,1,2395000
40.73009872,-73.9917984,2,2,1493,1,1,52,11,0,0,0,0,0,0,1,0,2850000
40.77479935,-73.9838028,2,1,1292.89797687861,1,1,376,21,0,1,0,1,0,0,1,0,559000
40.743981,-73.983231,1,1,1000,1,1,74,20,0,0,0,0,0,0,1,0,1095000
40.750042,-73.980028,2,1,525,1,1,113,13,0,1,0,0,0,0,1,0,695000
40.77730179,-73.98539734,2,2,1292.89797687861,1,1,452,29,0,0,0,1,0,0,1,0,1699000
40.82780075,-73.93930054,2,1,1292.89797687861,0,0,24,6,0,0,0,1,0,0,1,0,315000
40.73600006,-73.99510193,1,1,1292.89797687861,1,1,83,6,0,0,0,1,0,0,1,0,849000
40.79079819,-73.96970367,1,1,739,1,1,279,29,0,0,0,0,0,0,1,0,1157000
40.79079819,-73.96970367,1,1,493,1,1,279,29,0,0,0,0,0,0,1,0,758000
40.7405014,-73.98439789,1,1,1292.89797687861,1,1,185,26,0,0,0,1,0,0,1,0,599000
40.77600098,-73.98500061,2,1,539,1,1,508,29,0,1,0,0,0,0,1,0,595000
40.77569962,-73.94580078,2,2,1292.89797687861,1,1,138,21,0,0,0,1,0,0,1,0,1375000
40.77899933,-73.98539734,1,1,778,1,1,148,16,0,0,0,0,0,0,1,0,990000
40.7989006,-73.96759796,2,1,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,500000
40.7989006,-73.96759796,1,1,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,450000
40.77610016,-73.97669983,2,3,1292.89797687861,1,1,221,29,0,0,0,1,0,0,1,0,11000000
40.81255,-73.958192,1,1,1292.89797687861,1,0,994,21,1,0,0,1,0,0,1,0,615000
40.77289963,-73.95880127,2,1,500,1,1,165,17,0,1,0,0,0,0,1,0,495000
40.75780106,-73.96679688,1,1,1292.89797687861,1,1,406,30,0,0,0,1,0,0,1,0,699000
40.74119949,-74.00099945,1,1,622,1,1,157,20,0,0,0,0,0,0,1,0,999000
40.70529938,-74.00839996,1,1,675,1,1,126,15,0,0,0,0,0,0,1,0,880000
40.77709961,-73.94539642,1,1,1292.89797687861,0,0,20,5,0,0,0,1,0,0,1,0,449990
40.72240067,-73.99849701,1,1,1690,1,0,40,6,0,0,0,0,0,0,1,0,1975000
40.73749924,-73.98079681,3,2.5,1491,1,1,98,19,0,0,0,0,0,0,0,1,3195000
40.78279877,-73.97669983,1,1,1292.89797687861,1,0,53,12,0,0,0,1,0,0,1,0,849000
40.74629974,-73.97270203,1,1.5,971,1,1,817,57,0,0,0,0,0,0,1,0,1540000
40.77080154,-73.95439911,2,1,1292.89797687861,1,1,210,20,0,1,0,1,0,0,1,0,429000
40.76739883,-73.95970154,1,1,900,1,1,204,16,0,0,0,0,0,0,1,0,824000
40.74729919,-73.9835968,1,1.5,891,1,1,72,33,0,0,0,0,0,0,0,1,1680000
40.761372,-73.950511,1,1.5,988,0,0,365,5,0,0,0,0,1,0,0,0,630000
40.76200104,-73.99980164,1,1,684,1,1,500,46,0,0,0,0,0,0,0,1,890000
40.81299973,-73.95899963,3,2,1250,1,0,0,20,0,0,0,0,1,0,0,0,1040000
40.73460007,-73.98490143,2,2,1292.89797687861,0,0,4,4,0,0,0,1,0,1,0,0,1675000
40.746023,-73.980457,2,1,1292.89797687861,1,1,193,15,0,1,0,1,0,0,1,0,465000
40.775715,-73.948133,2,1,400,1,0,70,4,0,1,0,0,0,0,1,0,350000
40.75370026,-73.96900177,1,1,950,1,1,195,20,0,0,0,0,0,0,1,0,799000
40.82860184,-73.95020294,2,1,860,1,1,50,10,0,0,0,0,0,0,1,0,789000
40.73730087,-74.00469971,2,1,1292.89797687861,1,1,128,17,0,1,0,1,0,0,1,0,1435000
40.77569962,-73.94809723,2,1,400,1,0,70,4,0,1,0,0,0,0,1,0,389000
40.76610184,-73.96289825,2,2,1292.89797687861,1,1,256,21,0,0,0,1,0,0,1,0,1595000
40.72890091,-73.99949646,2,1,1292.89797687861,1,1,96,7,0,1,0,1,0,0,1,0,550000
40.771231,-73.94748,3,3.5,2765,1,1,41,18,0,0,0,0,0,0,0,1,6575000
40.771231,-73.94748,2,2.5,1912,1,1,41,18,0,0,0,0,0,0,0,1,4535000
40.77590179,-73.98860168,2,1,911,1,1,266,30,0,0,0,0,0,0,0,1,1230000
40.77600098,-73.95649719,1,1.5,771,1,1,94,31,0,0,0,0,0,0,1,0,1299000
40.87200165,-73.91950226,2,1,925,1,0,50,6,0,0,0,0,0,0,1,0,479000
40.78630066,-73.95649719,5,5,1292.89797687861,1,1,18,14,0,0,0,1,0,0,1,0,19000000
40.78430176,-73.94960022,2,2,1358,1,1,83,30,0,0,0,0,0,0,0,1,2747000
40.78430176,-73.94960022,5,4.5,3564,1,1,83,30,0,0,0,0,0,0,0,1,9437000
40.7594986,-73.95220184,1,1,679,1,1,230,16,0,0,0,0,0,0,0,1,925000
40.7643013,-73.95809937,1,1.5,904,1,1,128,30,0,0,0,0,0,0,0,1,1425000
40.77899933,-73.94989777,2,1,1292.89797687861,1,0,90,6,1,0,0,1,0,0,1,0,1250000
40.77479935,-73.9838028,2,1,1292.89797687861,1,1,376,21,0,0,0,1,0,0,1,0,1140000
40.7989006,-73.96759796,1,1,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,450000
40.76240158,-73.96559906,2,2.5,1292.89797687861,1,1,218,43,0,0,0,1,0,0,1,0,2100000
40.707901,-74.01409912,2,1,532,1,1,452,37,0,1,0,0,0,0,1,0,649000
40.76929855,-73.98760223,2,2.5,1307,1,1,67,10,0,0,0,0,0,0,0,1,1775000
40.73680115,-73.97899628,1,1,721,1,1,114,21,0,0,0,0,0,0,0,1,1220000
40.77289963,-73.95290375,1,1,1292.89797687861,1,1,440,21,0,0,0,1,0,0,1,0,675000
40.80210114,-73.94879913,1,1,800,1,1,241,1,1,0,0,0,0,0,1,0,325000
40.7276001,-74.00469971,2,1,1292.89797687861,1,0,57,10,0,1,0,1,0,0,1,0,549000
40.74150085,-73.9803009,1,1,1292.89797687861,1,0,70,6,0,0,0,1,0,0,1,0,625000
40.76530075,-73.97059631,4,5.5,4649,1,1,68,17,0,0,0,0,0,0,1,0,19350000
40.74029922,-74.00260162,1,1,520,1,1,117,6,0,0,0,0,0,0,1,0,588000
40.75469971,-73.96489716,2,1,1292.89797687861,1,1,151,17,0,1,0,1,0,0,1,0,575000
40.76979828,-73.96530151,2,1,900,1,1,84,20,0,1,0,0,0,0,1,0,395000
40.74089813,-73.98090363,1,1,1292.89797687861,1,1,280,18,0,0,0,1,0,0,1,0,729000
40.78860092,-73.94129944,1,1,1292.89797687861,1,1,0,20,0,0,0,1,1,0,0,1,599000
40.77330017,-73.95659637,2,1,1292.89797687861,0,0,16,4,0,1,0,1,0,0,1,0,325000
40.778988,-73.946941,2,2,1238,1,1,82,12,0,0,0,0,0,0,1,0,1100000
40.734768,-73.996186,3,3.5,1954,1,1,17,9,0,0,0,0,0,0,1,0,5265000
40.76499939,-73.96759796,1,1,1292.89797687861,1,1,129,16,0,0,0,1,0,0,1,0,580000
40.7378006,-73.98429871,2,1,400,1,1,90,17,0,1,0,0,0,0,1,0,458000
40.78089905,-73.95629883,1,1,700,1,1,106,30,0,0,0,0,0,0,1,0,795000
40.76490021,-73.97720337,2,2.5,1104,1,1,103,17,0,0,0,0,0,0,1,0,1695000
40.79140091,-73.96949768,3,2,1292.89797687861,1,1,90,10,0,0,0,1,0,0,1,0,1650000
40.73300171,-74.0089035,1,1,1292.89797687861,1,1,214,7,0,0,0,1,0,0,1,0,749000
40.7602005,-73.99559784,2,1,415,1,1,311,41,0,1,0,0,0,0,1,0,639000
40.75529861,-73.97190094,2,1.5,1100,1,0,48,10,0,0,0,0,0,0,1,0,879999
40.74029922,-74.00260162,2,1,504,1,1,117,6,0,1,0,0,0,0,1,0,565000
40.77550125,-73.98149872,2,1,536,1,1,160,28,0,1,0,0,0,0,1,0,825000
40.76689911,-73.95929718,2,2,1292.89797687861,1,1,195,19,0,0,0,1,0,0,1,0,1350000
40.70650101,-74.01059723,1,2,1727,1,1,382,42,0,0,0,0,0,0,1,0,2225000
40.77569962,-73.94809723,2,1,1292.89797687861,1,0,70,4,0,1,0,1,0,0,1,0,395000
40.762969,-73.993769,1,1,605,1,1,149,7,0,0,0,0,0,0,0,1,799000
40.75790024,-73.99230194,2,2,1349,1,1,551,60,0,0,0,0,0,0,0,1,2595000
40.76200104,-73.99980164,2,2,1015,1,1,500,46,0,0,0,0,0,0,0,1,1795000
40.74409866,-73.97570038,1,1,745,1,1,130,12,0,0,0,0,0,0,0,1,1250000
40.7989006,-73.96759796,3,2,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,850000
40.75839996,-73.96170044,1,1,550,1,1,75,27,0,0,0,0,0,0,1,0,799000
40.77069855,-73.95939636,2,1,1292.89797687861,1,1,153,21,0,1,0,1,0,0,1,0,575000
40.7696991,-73.98110199,2,2,1650,1,1,202,43,0,0,0,0,0,0,0,1,6750000
40.772088,-73.962765,2,1.5,1300,1,1,29,14,0,1,0,0,0,0,1,0,1350000
40.7989006,-73.96759796,3,2,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,1000000
40.7989006,-73.96759796,2,1,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,500000
40.7989006,-73.96759796,3,1,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,1000000
40.71730042,-74.01580048,2,2,1153,1,1,168,28,0,0,0,0,0,0,0,1,2125000
40.7629303,-73.9914188,1,1,1292.89797687861,0,0,8,4,0,0,0,1,0,0,1,0,330000
40.78639984,-73.97730255,1,1,742,1,1,304,23,1,0,0,0,0,0,1,0,1115000
40.73419952,-73.998703,2,2,1292.89797687861,1,1,119,12,0,0,0,1,0,0,1,0,2325000
40.7989006,-73.96759796,2,1,1292.89797687861,1,0,36,6,0,0,0,1,0,0,1,0,500000
40.74219894,-73.99749756,2,1,500,1,1,196,15,0,1,0,0,0,0,1,0,599000
40.794231,-73.963671,1,1,545,1,1,414,19,0,0,0,0,0,0,1,0,825000
40.79539871,-73.97519684,1,1,626,1,1,261,19,0,0,0,0,0,0,1,0,1050000
40.76950073,-73.98509979,2,2.5,1447,1,1,133,40,0,0,0,0,0,0,1,0,2695000
